1	0	2	2	2	0	0	3	3	0	4	4	0	5	5	0	6	6	0	0	0	7	7	0	7	7	0	9	9	0	0	10	10	0	0	0	11	11	11	11	11	0	0	0	12	0	12	12	12	12	
0	0	2	0	0	3	3	3	3	0	4	0	15	0	0	6	6	0	17	17	0	0	7	7	7	7	0	9	0	0	0	10	0	0	11	11	11	11	0	11	0	0	0	0	12	12	12	0	12	12	
19	0	0	0	3	3	0	3	3	0	4	0	15	0	6	6	0	0	0	0	7	7	7	0	7	0	23	0	0	0	24	0	11	11	0	11	0	0	11	11	0	27	0	0	0	12	12	0	12	12	
19	19	0	0	3	0	19	0	3	3	0	0	15	15	0	6	0	29	0	0	7	7	0	0	7	0	0	24	24	24	24	0	11	11	11	11	11	0	0	11	0	0	0	12	12	12	12	0	12	0	
0	19	19	19	19	19	19	0	3	3	3	0	0	15	0	0	29	29	0	0	0	7	0	7	7	7	0	24	0	0	24	24	0	11	11	11	0	11	11	11	11	11	0	12	0	12	12	12	0	35	
0	0	19	19	0	0	19	0	0	3	3	3	0	0	0	29	29	0	29	0	7	7	0	0	7	0	0	0	0	0	24	0	0	11	11	0	11	11	0	0	0	11	0	12	12	0	12	12	0	0	
0	0	19	19	19	0	19	0	0	0	3	0	40	40	0	29	29	29	29	29	29	0	41	0	0	42	0	43	43	43	0	44	0	11	0	0	0	0	45	45	45	0	12	0	12	12	0	0	12	12	
0	48	0	0	0	0	0	0	48	48	0	0	40	0	29	29	0	29	0	29	29	0	0	51	51	0	43	43	0	43	0	44	0	11	0	53	53	0	45	45	45	0	12	12	12	12	12	12	12	12	
0	48	0	0	48	48	0	48	48	0	0	0	0	0	29	0	29	29	0	29	29	0	51	51	51	51	51	0	43	43	43	0	11	11	0	0	0	0	0	0	45	45	45	45	0	0	12	0	0	12	
0	48	48	48	48	48	48	0	48	0	29	29	29	29	29	0	29	29	29	0	0	51	51	51	0	0	0	0	0	43	43	0	11	0	0	0	0	62	62	0	0	45	45	0	0	63	0	0	64	0	
0	48	0	0	48	0	48	48	48	48	0	0	29	0	29	29	0	0	29	0	51	51	51	0	51	51	51	51	51	0	43	0	0	67	67	67	67	0	0	68	68	0	45	45	45	0	45	45	0	45	
0	0	48	48	48	48	48	48	48	0	72	0	29	0	29	0	73	0	0	0	0	0	51	51	51	0	51	0	0	0	43	0	67	67	67	67	0	68	68	68	0	76	0	45	45	45	45	45	45	45	
77	77	0	0	48	0	0	0	0	0	0	29	0	29	29	0	73	0	0	51	0	0	51	51	0	81	0	82	82	0	0	67	67	67	67	0	0	0	68	68	68	0	84	0	45	45	0	45	0	0	
0	77	0	0	0	77	77	0	77	0	29	29	29	29	29	0	0	0	51	51	51	51	0	51	51	0	82	82	82	82	0	67	67	67	0	0	90	0	68	0	68	0	0	45	45	45	45	45	45	0	
0	77	77	0	77	77	77	77	77	0	29	29	29	0	0	93	0	51	51	0	51	51	51	51	0	95	0	82	82	0	0	0	67	67	67	67	0	68	68	68	68	68	0	45	45	45	0	45	45	45	
0	0	77	77	77	77	77	77	0	0	29	29	29	0	93	93	93	0	51	0	51	0	51	51	0	0	82	82	0	82	0	0	67	0	67	0	67	68	68	68	0	0	101	0	0	45	45	0	0	0	
102	0	0	77	0	0	0	77	0	103	0	29	0	0	93	93	93	0	0	104	0	51	51	0	106	0	0	82	82	82	0	0	0	67	67	67	67	0	68	0	108	108	0	0	0	45	0	0	109	0	
102	102	102	0	0	0	77	77	77	0	29	29	29	0	0	0	93	0	0	104	0	51	0	112	0	0	82	82	82	0	0	67	67	67	67	67	67	67	67	0	0	108	0	115	115	0	0	0	109	0	
0	0	0	77	77	0	0	77	0	77	0	29	29	0	118	0	93	0	119	0	0	51	51	0	82	0	82	82	0	0	82	0	67	67	67	67	67	0	0	0	0	108	108	0	0	122	0	0	0	123	
0	124	0	77	0	0	77	77	77	77	77	0	29	29	0	126	0	119	119	0	82	51	51	51	51	51	51	82	82	0	82	82	0	0	0	67	67	67	0	0	129	0	108	0	122	122	122	122	0	0	
0	124	0	77	77	77	77	77	77	0	0	0	0	0	126	126	0	119	0	0	0	51	0	0	0	0	51	82	82	82	82	0	0	82	82	0	0	0	0	0	0	133	0	134	0	122	122	122	122	0	
124	124	124	0	0	0	77	77	77	0	136	0	126	0	126	126	126	0	0	51	51	51	0	0	139	139	0	82	82	0	82	82	82	82	82	0	140	0	141	141	0	0	134	134	0	0	0	0	0	143	
0	124	0	0	0	77	77	0	77	77	0	0	126	126	126	126	126	126	126	126	126	0	145	0	139	0	0	0	82	82	82	82	0	82	0	146	0	0	0	141	141	141	0	0	0	147	147	147	0	143	
148	0	0	0	149	0	77	0	77	77	77	0	126	0	0	126	126	126	126	0	0	126	0	0	0	151	151	0	0	82	0	0	82	82	82	0	0	0	153	0	0	141	0	0	0	147	0	0	154	0	
148	0	155	0	0	156	0	77	77	77	0	126	0	0	0	126	0	126	126	126	126	126	126	0	151	151	0	0	160	0	0	0	0	82	82	82	0	153	153	0	0	0	0	0	162	0	163	0	0	0	
148	148	0	156	156	156	0	0	77	0	126	126	126	126	0	126	126	0	0	0	126	0	0	151	151	151	0	0	160	160	160	0	0	0	0	0	0	0	0	0	167	0	0	162	162	0	0	169	169	169	
148	0	156	156	156	156	156	0	77	77	77	0	126	126	126	0	126	126	0	0	0	151	151	151	0	0	172	172	0	0	0	0	0	0	173	173	173	173	0	0	0	162	162	162	0	173	173	0	0	0	
148	148	148	0	156	156	0	176	0	0	0	177	0	126	126	126	126	126	0	126	0	0	151	0	172	172	172	0	180	0	181	181	0	0	0	173	173	0	182	0	0	162	162	162	0	0	173	173	173	173	
148	0	148	148	148	0	183	0	0	184	0	0	0	0	126	0	126	0	0	126	126	126	0	0	172	172	0	180	180	0	0	181	0	0	173	173	173	0	182	0	173	162	162	0	173	173	173	173	0	173	
148	148	148	148	148	0	0	184	184	184	0	0	126	126	0	0	126	126	126	0	0	126	126	126	126	126	126	0	0	191	0	0	192	192	0	0	173	0	0	173	173	0	162	162	162	162	162	162	162	0	
148	0	148	148	0	0	0	0	0	0	126	126	126	126	0	126	0	126	126	126	0	0	0	126	126	126	126	126	126	0	0	0	192	192	192	0	173	173	173	173	173	0	162	162	0	162	162	0	0	0	
148	148	148	148	148	148	0	196	0	0	0	0	126	126	126	126	126	126	0	126	0	126	126	126	126	0	126	126	0	198	0	192	192	192	0	0	173	173	173	173	173	173	173	173	173	173	0	200	0	201	
0	148	0	148	0	0	196	196	196	0	126	0	0	126	126	126	126	0	0	126	0	126	0	0	126	126	126	126	126	0	0	0	0	192	0	0	173	173	173	173	173	173	173	173	0	0	200	200	200	0	
0	0	205	0	0	206	0	196	0	126	126	0	126	126	0	126	126	126	126	126	126	0	0	0	126	126	126	126	126	126	0	0	126	0	173	173	173	173	173	0	173	0	0	173	173	0	0	200	0	211	
0	205	205	205	0	206	0	0	126	126	126	0	126	0	214	0	126	0	126	126	126	0	0	0	0	126	126	0	126	126	126	126	126	0	173	0	173	173	173	173	173	0	173	0	0	0	0	200	0	211	
205	205	0	0	217	0	126	126	126	126	126	126	126	0	0	0	0	126	126	126	126	126	126	126	126	126	126	0	126	0	0	126	0	0	173	173	0	0	173	173	173	173	173	173	0	0	173	0	211	211	
205	205	205	205	0	0	0	126	0	0	126	0	126	126	126	126	126	0	126	0	0	126	126	126	126	0	126	126	0	126	126	126	0	126	0	173	0	0	0	0	173	0	0	173	0	173	173	173	173	0	
205	205	205	0	225	0	0	0	126	126	126	0	126	126	126	0	126	0	126	126	0	0	0	0	0	227	0	0	126	126	126	126	126	126	126	126	126	126	126	0	173	173	0	173	173	173	173	173	0	0	
0	205	0	0	0	0	205	205	0	0	126	0	126	126	126	126	126	126	126	126	0	0	126	126	126	0	126	0	126	0	126	126	126	126	126	126	126	126	126	126	0	0	0	0	173	173	173	173	0	232	
205	205	205	205	205	205	205	0	234	0	126	126	0	0	0	126	126	126	0	126	0	126	126	126	126	126	126	126	126	0	126	0	0	126	0	126	126	126	126	126	0	0	236	0	173	173	173	0	0	0	
0	0	205	205	0	0	205	205	0	126	126	126	0	0	0	0	126	126	126	0	0	126	0	126	126	126	126	126	0	0	0	0	238	0	0	0	0	126	126	0	126	0	0	173	173	173	173	0	241	0	
0	0	0	205	205	205	0	205	0	0	126	126	126	0	0	126	126	0	126	126	0	126	126	126	126	0	0	126	126	126	126	126	0	243	0	126	0	0	126	126	126	0	173	173	173	0	173	0	241	0	
246	0	0	205	0	205	205	205	205	0	126	126	126	0	247	0	0	0	126	0	0	0	126	0	0	0	126	126	126	0	0	0	0	0	126	126	126	126	0	126	0	0	0	173	173	0	173	0	0	250	
246	246	0	205	0	205	205	205	0	0	126	126	0	126	0	126	126	0	126	0	126	126	126	0	0	0	126	126	0	0	254	254	0	255	0	126	0	126	126	126	0	173	0	0	173	0	173	0	257	0	
246	0	0	0	0	205	205	0	258	258	0	126	126	126	126	126	126	126	126	0	126	0	126	0	126	126	126	126	126	0	254	0	255	255	0	126	126	126	0	0	173	173	173	173	0	173	173	173	0	0	
0	263	0	0	205	205	0	0	0	258	0	126	126	0	0	126	126	126	126	126	126	126	126	126	126	126	126	0	126	126	0	0	0	0	0	126	0	126	0	126	0	0	173	173	173	0	173	173	173	173	
0	0	266	0	0	205	205	205	205	0	267	0	0	268	0	0	126	0	0	126	126	126	126	126	0	126	126	0	126	126	126	0	0	0	126	126	126	126	126	126	126	126	0	173	173	173	173	0	173	0	
0	0	0	0	205	205	205	205	205	205	0	0	268	268	268	268	0	0	126	126	126	126	126	126	126	0	0	0	126	0	126	0	126	126	0	0	126	126	0	0	0	0	274	0	173	0	0	275	0	275	
0	0	0	277	0	0	205	205	205	205	205	0	268	0	268	268	268	0	126	126	0	0	126	126	126	0	0	126	126	126	126	0	126	126	0	0	126	126	126	0	274	274	274	274	0	0	275	275	275	275	
0	0	0	0	205	205	205	0	0	205	0	0	268	0	0	268	268	268	268	0	282	282	0	0	126	0	283	0	126	0	126	126	126	126	126	126	126	126	126	126	0	274	274	274	274	274	0	0	0	275	
